scene,keep_ratio,method,lambda,mean_psnr,mean_ssim,mean_lpips,per_pose_psnr,kept_count,mask_hash,path_use_pose_meta,path_near,path_far,path_aspect
counter,0.5,visibility,,23.334275674733234,0.9187591191795137,0.007233108161017299,"[26.960534917706937, 25.80636579148265, 25.473855671554016, 25.23269109675374, 25.369375365783213, 25.130840219307295, 25.024320401473332, 24.110019001631517, 23.59779035744937, 23.59968894775662, 24.13497852881125, 24.46607482700026, 24.996585395163578, 25.108633805162988, 25.589926325039315, 25.390154381483487, 25.52035142300234, 24.6484645424352, 24.14106442807753, 23.646463099411186, 23.027206459644816, 21.12688589698728, 20.599261328094762, 20.310728992244258, 20.438054852214485, 20.462531460095814, 20.573817055891013, 22.216879130026705, 22.043478739776727, 20.81383601627281, 20.41526532364073, 19.96758228534403, 20.012788696506533, 20.011951278830068, 20.108947576941492, 21.939604731417184, 22.86150994724914, 23.83669216543798, 25.735442214774373, 25.807957208475436, 25.324934183971454, 25.47899166135211, 21.647982376735673, 22.265246019217916, 22.209127791835126, 21.553570472815984, 29.103540187394703, 19.386234876780037, 20.416579819683186, 22.162721631588525, 22.765305977093774, 23.3194115119974, 20.467517823323472, 26.07784085887134, 20.962094771061217, 22.13882419028108, 24.2722479667175, 23.774319115949822, 21.951389013663977, 22.729371592174385, 24.218287637387373, 22.569687804845575, 25.283337002148496, 28.854557444654695, 23.34641790734977, 25.600621691300685, 27.6222571915722, 24.778574610968413, 25.30999552423197, 21.12002838630496, 23.022579936507718, 20.075651714661014]",611478,97a8eb323a89fd06,False,0.1,150.0,1.7777777777777777
counter,0.5,path_aware_v5_pure_sum,,32.12881776419263,0.9804989869395891,0.0013926295287092216,"[34.46505424466802, 33.38233577647238, 32.71781351569214, 32.49961442024816, 33.20093600011462, 33.28549535737592, 33.09824865785322, 33.313630195258064, 33.38968483456088, 33.35382915433827, 33.73441606209387, 33.963752009678736, 34.20222911447791, 34.27356029234185, 33.62485525780214, 32.90752090651268, 31.980455791909577, 31.46070049211755, 31.724271661517584, 31.40594386429406, 30.92136376780651, 29.882744845377523, 29.42708037960266, 29.195819616068373, 29.37226698187667, 30.55792191826867, 30.820652979271202, 31.027223490532336, 30.99751501250045, 30.85507773954354, 30.85955488339792, 31.054862736876828, 31.145529775511175, 31.24217160663347, 30.703826770352066, 31.071724406329963, 32.03789707712118, 33.00951496292345, 34.245368759763366, 34.19519315561134, 33.661219138591576, 34.3933009458152, 30.26452317401589, 27.851520920195874, 31.032628394749405, 30.804387419183044, 33.4666252909906, 30.057890930092928, 31.639353824032156, 32.79294031736595, 32.38441258436425, 30.99673936558066, 30.475360697526238, 34.61117902143322, 31.654336558892105, 29.731276314688863, 32.57829185048451, 31.221774623212593, 30.849971628797345, 30.929800676379124, 33.63682085494203, 32.40182838120689, 33.508839915157026, 38.323285402690374, 32.46918769438158, 33.38259305712316, 34.55678602554611, 33.238835929497974, 34.442604050720526, 30.045137479550572, 31.60954330833109, 29.65422477163445]",611478,c5cc69924d666072,False,0.1,150.0,1.7777777777777777
counter,0.5,path_aware_v5_linear_falloff,,30.972473593965976,0.9762043414844407,0.0016750618556721343,"[33.66978669008288, 32.409689052218184, 31.77583378123248, 31.508182714899675, 32.035291566931924, 31.93061994616353, 31.805814667788876, 31.72762710772586, 31.51405782016159, 31.481363533656676, 31.846671246324924, 32.202474318989594, 32.63813330918791, 32.95704288591974, 33.31149787926071, 32.63503999755035, 32.138624600749644, 31.10454272930435, 30.74453244485855, 29.939562560198937, 29.57495625138638, 28.925509096758418, 28.791562615840242, 29.075506359380334, 29.30590898088356, 30.162450856376843, 30.568593881095754, 29.957092873623978, 30.019510247970132, 29.951333844006207, 30.269475389843286, 30.917626236901295, 31.085247444286846, 31.225422039178813, 30.66403240037377, 30.91731223188787, 31.69184234381724, 32.63737847340822, 33.713383142225744, 33.39750163915555, 32.22990827849751, 32.46300253890379, 29.1680556044855, 29.31084853647803, 30.121435909014828, 29.17313188698891, 32.69670407352962, 28.573700910404284, 29.212460024741958, 30.381216509103425, 30.868834116572295, 30.251550763498077, 28.64112262756911, 33.21649134597416, 29.350693295134498, 28.526869332400505, 30.443485808497066, 29.490176288288584, 28.7005969933288, 28.37672913180828, 30.49126218142138, 29.834644007088702, 30.859113494766824, 35.20256758204705, 30.248554308595004, 31.786974046008222, 33.57362071711665, 31.81933118121222, 33.252456014884196, 28.938124764964677, 30.61739377923964, 29.96900751137987]",611478,b533dcfe162ffd7a,False,0.1,150.0,1.7777777777777777
counter,0.5,combined_0.7,0.7,29.752345452586805,0.9775322692261802,0.0019734754706506566,"[30.10369690008806, 29.264772024726618, 28.090646425322543, 27.710751108603965, 27.70663781039382, 27.417974466847745, 26.595915747263497, 26.56798593498968, 27.603323092222283, 27.28137559080769, 27.649984284156094, 27.33399635149919, 27.447126259366765, 27.731932873985713, 27.817133290743953, 28.349344143072564, 27.759475607073565, 27.85498603789213, 27.391675879806495, 26.89216416235192, 27.11514076970847, 27.172642995222024, 27.430952646095015, 27.737371699631964, 27.43388902033661, 27.809659261794945, 27.81108806487144, 28.21867698314806, 30.89799996061076, 31.731103696243874, 32.25597541288277, 32.885964865044954, 33.16977380030327, 32.87408172438923, 32.72610615729138, 30.600624874927973, 30.460485131718762, 34.22693845379956, 37.91245268138779, 32.56591370935783, 29.959485139685633, 29.821207945337473, 33.07380830980129, 33.36985747535029, 31.014466753371384, 33.57138990404043, 30.089093293957802, 31.81602633056835, 31.80552401778032, 32.05385924453142, 32.76512943213889, 28.432174663978998, 28.78804150343262, 35.105055467880334, 31.199860205546575, 26.603844409138922, 33.280041635300535, 30.89298183962791, 25.954345299859988, 25.79072723248403, 34.99619243262984, 26.773447030519918, 27.28837059516163, 41.52347351097472, 28.304782741291866, 26.161572354266987, 29.052168000460124, 26.37840243616108, 28.071331153280205, 27.194357774790756, 32.03955330262006, 31.390561250298568]",611478,8a3dfe96edb9b907,False,0.1,150.0,1.7777777777777777
