scene,keep_ratio,method,lambda,mean_psnr,mean_ssim,mean_lpips,per_pose_psnr,kept_count,mask_hash,path_use_pose_meta,path_near,path_far,path_aspect
counter,0.5,path_aware_v5_linear_falloff,,30.972473593965976,0.9762043414844407,0.0016750618556721343,"[33.66978669008288, 32.409689052218184, 31.77583378123248, 31.508182714899675, 32.035291566931924, 31.93061994616353, 31.805814667788876, 31.72762710772586, 31.51405782016159, 31.481363533656676, 31.846671246324924, 32.202474318989594, 32.63813330918791, 32.95704288591974, 33.31149787926071, 32.63503999755035, 32.138624600749644, 31.10454272930435, 30.74453244485855, 29.939562560198937, 29.57495625138638, 28.925509096758418, 28.791562615840242, 29.075506359380334, 29.30590898088356, 30.162450856376843, 30.568593881095754, 29.957092873623978, 30.019510247970132, 29.951333844006207, 30.269475389843286, 30.917626236901295, 31.085247444286846, 31.225422039178813, 30.66403240037377, 30.91731223188787, 31.69184234381724, 32.63737847340822, 33.713383142225744, 33.39750163915555, 32.22990827849751, 32.46300253890379, 29.1680556044855, 29.31084853647803, 30.121435909014828, 29.17313188698891, 32.69670407352962, 28.573700910404284, 29.212460024741958, 30.381216509103425, 30.868834116572295, 30.251550763498077, 28.64112262756911, 33.21649134597416, 29.350693295134498, 28.526869332400505, 30.443485808497066, 29.490176288288584, 28.7005969933288, 28.37672913180828, 30.49126218142138, 29.834644007088702, 30.859113494766824, 35.20256758204705, 30.248554308595004, 31.786974046008222, 33.57362071711665, 31.81933118121222, 33.252456014884196, 28.938124764964677, 30.61739377923964, 29.96900751137987]",611478,b533dcfe162ffd7a,False,0.1,150.0,1.7777777777777777
counter,0.5,combined_0.7,0.7,29.752345452586805,0.9775322692261802,0.0019734754706506566,"[30.10369690008806, 29.264772024726618, 28.090646425322543, 27.710751108603965, 27.70663781039382, 27.417974466847745, 26.595915747263497, 26.56798593498968, 27.603323092222283, 27.28137559080769, 27.649984284156094, 27.33399635149919, 27.447126259366765, 27.731932873985713, 27.817133290743953, 28.349344143072564, 27.759475607073565, 27.85498603789213, 27.391675879806495, 26.89216416235192, 27.11514076970847, 27.172642995222024, 27.430952646095015, 27.737371699631964, 27.43388902033661, 27.809659261794945, 27.81108806487144, 28.21867698314806, 30.89799996061076, 31.731103696243874, 32.25597541288277, 32.885964865044954, 33.16977380030327, 32.87408172438923, 32.72610615729138, 30.600624874927973, 30.460485131718762, 34.22693845379956, 37.91245268138779, 32.56591370935783, 29.959485139685633, 29.821207945337473, 33.07380830980129, 33.36985747535029, 31.014466753371384, 33.57138990404043, 30.089093293957802, 31.81602633056835, 31.80552401778032, 32.05385924453142, 32.76512943213889, 28.432174663978998, 28.78804150343262, 35.105055467880334, 31.199860205546575, 26.603844409138922, 33.280041635300535, 30.89298183962791, 25.954345299859988, 25.79072723248403, 34.99619243262984, 26.773447030519918, 27.28837059516163, 41.52347351097472, 28.304782741291866, 26.161572354266987, 29.052168000460124, 26.37840243616108, 28.071331153280205, 27.194357774790756, 32.03955330262006, 31.390561250298568]",611478,8a3dfe96edb9b907,False,0.1,150.0,1.7777777777777777
truck,0.5,visibility,,19.94408680620402,0.8762148901035911,0.011565567276097442,"[21.439261000983755, 20.64123187686146, 18.496920073484567, 18.309414175428426, 18.53186501078455, 19.27718350461242, 18.615981281115207, 18.72093316002708, 18.669505761264578, 18.551069833351903, 18.453213226214043, 17.79976697808355, 17.91954153170911, 19.185535932938834, 18.22123122277197, 19.13411450266665, 19.91758461775697, 19.295082166163247, 17.458012781954448, 17.473421695731354, 18.19176300142385, 19.94411561235594, 20.096075088824982, 20.588923589613344, 19.786634254436777, 19.44398756501564, 18.65841606851407, 18.588369964570845, 19.359250928364663, 19.821140569817327, 20.154726794403924, 19.517447016745646, 19.9888328583015, 18.844128456239556, 19.915227945587542, 21.06936510919217, 21.64352315529594, 21.96310325264822, 22.17341663960404, 22.05147734359363, 22.15512456547174, 21.95075706990305, 22.192674526967036, 22.106453712530495, 20.760634012972695, 19.859651753221453, 18.84448851228328, 17.28357839988719, 17.37157869409362, 19.490709880362328, 17.922366160528814, 18.897667551808386, 18.652122597482897, 22.740956208179707, 22.892605756833497, 20.49639052060535, 20.655371581613228, 22.21276144070757, 22.092191956783278, 22.336959725333983, 21.686574512693166, 19.6036102952038, 16.771028099347394, 19.53336401077223, 19.892086932919682, 21.97207221722952, 23.296042301872983, 22.78685189559253, 21.781734851860705, 21.182280109801912, 18.59103550219126, 18.967476587696762, 19.050502218763924, 19.299712546337908, 20.69003300656537, 21.82035200663306]",1270613,627015b61742ce87,False,0.1,150.0,1.7777777777777777
truck,0.5,path_aware_v5_pure_sum,,28.702318726703442,0.9760066513952456,0.0024491802848244427,"[29.790753183082174, 27.97701721386669, 23.50095817438225, 23.48225404386349, 24.23714036847985, 27.535529880787198, 28.031444282757473, 27.808553738882104, 27.701219699262957, 28.00278450029225, 28.688098290262815, 26.53041426468552, 29.54458349058344, 33.8040495516431, 33.22664707653736, 32.453005275872826, 31.739534940749373, 29.125889279692977, 24.766080872198483, 24.29361377731631, 26.61018270203993, 30.97630461383623, 30.225592788332275, 29.917012022675923, 27.790646795529582, 26.98716431121797, 26.084727312650315, 27.514811216867102, 30.925723055609158, 30.66492792223982, 30.91951808208293, 31.587756677786306, 33.41493234697127, 27.402322844182265, 32.805345160696284, 31.126723325434543, 31.77582998483178, 31.570004314935396, 31.416651120673848, 30.327841316959457, 29.512545216470926, 28.417395375442545, 27.861792351899204, 27.60019674556292, 27.434194874284902, 27.65725426765821, 27.47504200991958, 22.30628440261235, 24.09918212994045, 27.9952560185697, 23.325791378529303, 28.377730952404544, 24.97839469981698, 32.90926640011878, 29.297128842664364, 25.50309459777043, 25.48479550140057, 26.369424752310238, 26.24053170484934, 27.17902846129705, 27.587797576981515, 27.763846465330545, 21.48113876974132, 33.51139912530873, 31.47044419561606, 31.42948001960795, 29.86622257780082, 28.628994842962804, 34.870955242867105, 27.645724719026052, 27.97269992941348, 37.12800642437045, 29.170224920174967, 31.055619070080542, 31.620559764376893, 27.865189081528975]",1270613,3f1aa4e703825a89,False,0.1,150.0,1.7777777777777777
truck,0.5,path_aware_v5_linear_falloff,,28.550127637453205,0.9752164083091837,0.0025348944940273405,"[29.25106307540821, 27.572089676623595, 23.283205661272966, 23.272236141651447, 24.010230409692642, 27.123635637269423, 27.49321446936047, 27.41220363151212, 27.288984535300287, 27.651384408491055, 28.299131407129046, 26.33336961234466, 29.333770404454533, 33.64394606608263, 33.095807242639516, 32.22802376932728, 31.430807383239653, 28.836502080457905, 24.351329793210862, 23.885383115186084, 26.162035296224822, 30.649320841378184, 30.006604407408556, 29.759475250821698, 27.661517259704492, 26.86284022646689, 25.927253308669677, 27.197276621320064, 30.95250994871888, 30.72505153407267, 30.98273421302007, 31.575131532905107, 33.28392781313653, 27.078376979747812, 32.702971731411246, 31.15348104495088, 31.77783612131481, 31.621943127321288, 31.499786462055766, 30.37830057693336, 29.585379195806, 28.6395394132377, 28.1516828819219, 27.92785637236173, 27.236831640898856, 27.342189764900553, 27.049853252972067, 21.98767278587556, 23.704858983963657, 27.59444489831106, 22.98668188340382, 27.922440125486226, 24.722703581655303, 32.799746457467215, 29.387177183024757, 25.21967508018525, 25.790818097538427, 26.81095390463232, 26.568605346299258, 27.35594995191147, 27.472710927869294, 27.61127531385187, 21.145300405292716, 33.16284361649255, 31.100052232695617, 31.435617965738917, 30.251699338730123, 28.967697090100607, 34.65135521125166, 27.42128728006232, 27.460179847187597, 36.988272899843395, 28.786962207931424, 31.10301315803936, 31.55417337383442, 28.15750595743102]",1270613,1e113bc62a061afe,False,0.1,150.0,1.7777777777777777
truck,0.5,combined_0.7,0.7,23.69579238215656,0.9506871747343164,0.00527629940648024,"[24.583444923348647, 24.500169800735705, 21.400798802237894, 21.226495265901228, 21.7915453636304, 23.95455850289117, 24.03606623372439, 23.86731246415089, 23.78857151314312, 24.220792987562206, 24.939734810443234, 23.686830422199215, 25.862861568157868, 29.10101259876498, 28.978666544724888, 28.018445079704726, 26.85410726381333, 25.393162565590146, 21.906669813755677, 20.99727087385981, 22.426464820365695, 25.280610211902474, 25.13924480382475, 25.466640415148, 23.964021708348767, 23.775519808785216, 22.85128468674209, 23.76858202221584, 23.65845109302966, 23.24389610400057, 23.21435017373539, 24.034262760610584, 26.18998118406789, 23.137103091664905, 25.570033987987053, 24.28783515941496, 24.46175356092198, 24.444992999316376, 24.3663394837308, 23.960980983931677, 23.181453631005606, 21.932403610386466, 21.139803302886637, 20.831487959633318, 21.591612791083, 22.026473656839244, 22.94867645172003, 19.766087818819248, 20.823454699250277, 24.044763849265067, 20.767602807939376, 23.673336437360124, 21.678248078703856, 25.284474676003605, 22.725278558445847, 21.41843075571872, 20.417406753324315, 20.932437284564926, 19.8148928540072, 21.014184805635217, 22.09475247937594, 22.00000396534613, 18.704016856146488, 28.49762769909928, 28.40780928086931, 25.094313372371012, 23.77404510584459, 22.30903058363871, 29.711363182343288, 22.948820625427473, 23.880387958364967, 31.399608668564042, 23.74907388645182, 24.17464580361932, 24.396476228912526, 21.374868106847522]",1270613,f78b4b720d197f33,False,0.1,150.0,1.7777777777777777
train,0.5,visibility,,21.318146969921763,0.8658508429160485,0.013021744155724133,"[25.409662142464274, 22.873908013233404, 22.33057576039977, 21.870706512197863, 21.360695572891252, 23.234349541736577, 25.070509486019997, 27.632523385196958, 27.819198730787775, 28.813742634803432, 28.980281926058417, 28.325454646433535, 27.724458680723586, 27.24682736492866, 26.644187844642783, 27.495039586269794, 28.68748769164589, 25.6287002561432, 12.76507388026834, 18.767108144882584, 16.908137135235734, 15.395316678339926, 22.82975996379306, 23.067473539022206, 24.00891316616265, 24.767224044780527, 23.755543419374895, 21.912692375975897, 21.133725496198824, 20.126031978963823, 19.941569323724902, 20.329904193736688, 20.85698694836861, 21.17129386694824, 21.4402701341325, 20.74702041383121, 20.292281238145094, 17.00204284960502, 16.923521253006847, 16.986726255656926, 15.765161489747676, 15.90596054188274, 16.573174848741065, 18.31052742534442, 19.60073591816944, 19.852929658625577, 20.24765252877558, 19.102293826817615, 20.225926643149307, 20.760450327605437, 20.626530128451233, 20.321082811635968, 20.468799183704025, 18.951669447891636, 18.620826905050897, 21.633130570168085, 19.26511723503173, 20.06977954609422, 20.147437023384974, 19.82302501660756, 21.306573529847874, 21.01937031586842, 20.824738974832968, 21.092120085325714, 19.61840558112459, 27.12862301190053, 21.352289315890083, 21.398178101634112, 23.79707955981604, 13.016545268995255, 21.939894683644575, 20.205737784426812, 22.485660049683624, 21.298737470594062, 19.46270727136834, 20.705003329752884, 17.48664738282406, 16.721924035830796, 23.35602305546616, 21.534479020531773, 20.948438396370616, 21.263176637068316, 24.77338983098437, 24.06551559440674, 25.614371722985524, 26.7700566910868, 9.083345693358844, 21.600250679143112, 20.793016109574516, 15.466953366569813, 19.27298455836237]",513254,65035eace0ae19bc,False,0.1,150.0,1.7777777777777777
train,0.5,path_aware_v5_pure_sum,,22.593340187502875,0.8923633026552724,0.010596723810022513,"[26.4662507849304, 29.790038296204386, 28.442842893114644, 25.269613070648937, 25.82077798488266, 26.394202448725114, 27.681232461372616, 27.621335119727284, 26.534901938017658, 26.59959403803058, 27.621384468952265, 27.87137074280382, 27.471593444744332, 27.385019530040733, 24.97617050067643, 25.137289398841567, 26.07206391678696, 25.27818999743271, 11.911379441797438, 19.787754292857006, 17.060285223842886, 15.591466990723188, 19.526851140498664, 18.246889156061364, 22.35292947807947, 23.127595605898467, 23.62041764915652, 21.087410889536166, 21.7811779754566, 23.142794655791853, 23.186995030933616, 21.96526967325547, 20.51257378925949, 21.834069794987307, 23.842784125169345, 22.700711649980985, 22.950427078814872, 15.932010438088707, 15.864158964680449, 18.251818519538887, 16.167451944515218, 16.52147773434542, 17.640999494395714, 19.97197828894967, 21.238111041896055, 20.461224373276785, 21.709265457144703, 19.913331014198782, 21.445268529164643, 21.927476196469136, 21.88541161462922, 21.810524266042943, 22.08455938748372, 18.819422040196816, 18.769396197951902, 25.248145024118266, 23.52410270180951, 24.668755292343075, 24.237884203905654, 21.606328820564787, 22.551490272381464, 20.171200813340757, 23.30522081210522, 24.74466277836379, 26.288037631941222, 26.825090558593033, 22.017276527951, 22.75846032496553, 20.147428413030248, 12.885089076241679, 22.581088949948974, 20.29427385975876, 23.667245017255514, 20.299528594918115, 22.054069364986667, 25.82627134902247, 18.307547061401092, 25.878758437610646, 28.325861974619954, 26.321680703516577, 25.480768399037416, 23.647982023027083, 30.571274001455492, 24.57264536246392, 27.772765725411777, 26.53350706030828, 15.05992223771473, 21.023930705809878, 23.3475061285238, 16.11180923465782, 20.258807438655197]",513254,b4a4a968feb92ec8,False,0.1,150.0,1.7777777777777777
train,0.5,path_aware_v5_linear_falloff,,24.705604733306746,0.9206490952235001,0.0070603119726241614,"[26.361910489541106, 29.55964081008809, 29.23549007649759, 27.098079662269257, 28.026014899370374, 28.928296215044224, 28.73627781367233, 28.865395084785526, 27.647939327080508, 27.54539913820164, 28.77731683157538, 29.035309533491525, 28.3276526151778, 28.211808833168295, 25.953188939580954, 26.160024979733258, 26.561783608226524, 25.364062998887754, 11.896535756284079, 19.66426662163801, 17.036408802768825, 15.592199029735912, 20.424501979747255, 18.925475704086182, 22.496139383123513, 23.411667424715148, 24.27664024406551, 21.996898999088028, 21.993204160413367, 23.330580713175458, 23.421027368164403, 22.64184772073834, 20.93463198173903, 21.4093453415091, 23.614165619634015, 25.25712047702795, 24.717117374162854, 24.16376203784815, 23.249245680723398, 23.11311401088744, 24.267676077026156, 23.94041093657996, 23.76010383370309, 25.025081969405385, 25.532080019107994, 25.40442402764716, 25.7055212998386, 26.48243127801612, 26.212193914186223, 23.773580744763, 23.698106965672523, 23.442462655247137, 23.879515940959134, 29.013975689572806, 23.04120610324755, 26.51160332358248, 24.614080992970422, 24.92150725615255, 25.23640788294655, 24.903910390823896, 24.827069265273973, 23.792305701134833, 31.107077373848966, 25.954237696361766, 29.41205962682645, 27.64216768431811, 27.513805540922394, 24.72806705772428, 22.905693979062587, 23.176364198095534, 21.83427770300238, 20.557807897646644, 24.17590694454779, 22.861014662704527, 23.18106157458855, 26.713247344803367, 20.235095677902088, 24.973060209150056, 31.369120276994895, 27.80926702312895, 25.935946984601273, 24.14973589544367, 32.832856476955286, 23.521002333402244, 28.61734545435814, 27.39430159679128, 15.285848127832535, 21.785723559875873, 23.745715554102453, 23.194001244042074, 23.651076476353644]",513254,ca3f0dfa8fa8e642,False,0.1,150.0,1.7777777777777777
train,0.5,combined_0.7,0.7,21.782608275081778,0.8899189142080454,0.010449844005691645,"[26.289408295145165, 27.0726053695722, 26.514591282329533, 24.5678459337148, 24.305985850675874, 25.328744441510175, 24.57884298447816, 23.950648529933794, 21.557025177410885, 21.740474312644274, 22.638327353806922, 23.681786789322715, 24.615943845468568, 24.4202918936966, 20.00989901776199, 20.18583726186691, 20.72786697047478, 21.846962015172497, 12.097690387679938, 19.05660841057485, 16.724247200526378, 16.43961474586144, 20.043383737724717, 19.366518967574372, 22.558473008054754, 22.80819989242556, 22.665468427609174, 19.325978578627442, 19.489500331119135, 19.505289358512915, 19.742147852618864, 20.268067831689116, 19.943198564439662, 20.519141316287744, 21.509607411153922, 22.17217475680059, 21.897667642399455, 17.12416507476435, 17.733465762227727, 19.354324245108327, 21.002430090204882, 20.848514297900422, 20.64470701843085, 21.663004761059863, 22.426310080260464, 22.402868524469458, 23.08644573391006, 22.55893661506727, 22.318534506185465, 20.434775655087982, 20.644154888324927, 20.753774106434673, 21.140444429411453, 24.731967421330015, 21.03663145739216, 24.99484498081163, 20.485595766071544, 21.886633718301947, 22.10161087961486, 23.387152791682713, 23.056862540900156, 23.130037904268942, 28.57549180263565, 22.737663123191414, 28.812001496359038, 25.446905966825245, 23.78524614364903, 20.9792424611113, 21.12484526872093, 13.554658476149532, 18.599518663413416, 18.552837360299048, 19.406332879467936, 19.16710867071411, 20.326356901888516, 25.29772442910081, 19.008017692519484, 21.826939958126175, 29.744253719342645, 25.784826173233885, 23.023056735532172, 21.909442552568272, 31.021264075241916, 21.39035571720799, 24.052243568498675, 22.019360536876256, 15.629774153464709, 19.37487057198827, 21.43079957301169, 20.23045425200401, 20.291501113411595]",513254,d18f8391e9f46fba,False,0.1,150.0,1.7777777777777777
